Length,Ratings,Review,label
lenfive,ratingthree,"I sorry for my English.
",non-info
lenseven,ratingfour,"If u do its a definite 5 star.
",non-info
lennine,ratingfive,"I exclusively use this for the features and functionality.
",non-info
lenfour,ratingfive,"It is simply excellent.
",non-info
lenfive,ratingfive,"Best keyboard I've tried!
",non-info
leneighteen,ratingfive,"Best keyboard you can get, using it on my galaxy s2 and my friends can't keep up lol.
",non-info
lenthree,ratingfive,"And so smooth.
",non-info
lenfive,ratingfive,"The best keyboard of all!.
",non-info
leneight,ratingfive,"I'm very used to this keyboard now
",non-info
lentwentyone,ratingfive,"At first I found moving from my iOS device to Android Phone quite difficult in particular getting used to the keyboard.
",non-info
lensix,ratingfive,"This app made the transition seamless!
",non-info
lentwo,ratingfive,"Absolutely brilliant.
",non-info
leneight,ratingthree,"I'd say average is a suitable description.
",non-info
lensixteen,ratingfive,"it picked up on the way I talk in my text messages and facebook almost perfectly.
",non-info
leneighteen,ratingfive,"the suggestions for my spelling errors are almost always correct as to what I meant to type too!
",non-info
lenthree,ratingfive,"minor but annoying.
",non-info
lenfive,ratingfive,"How can this be changed?
",non-info
lenfive,ratingfive,"Awesome on my galaxy note
",non-info
lenthree,ratingfive,"Best app ever  ;-)
",non-info
leneight,ratingfive,"Easily the best keyboard replacement for Android devices.
",non-info
lenseventeen,ratingfive,"It does save me a lot of time and I definitely don't have as many errors.
",non-info
lentwelve,ratingfive,"I also love the ability to swipe back to delete a word.
",non-info
lentwo,ratingfive,"Great app!
",non-info
leneight,ratingfive,"I found the one that works for me.
",non-info
leneleven,ratingfour,"Been using it for months and have nothing bad to say.
",non-info
lenseventeen,ratingfour,"You can type every word in a sentence wrong and it intuitively knows what you're typing.
",non-info
lentwelve,ratingfour,"Easy to use, the more you use it the better it gets.
",non-info
lenthirteen,ratingfour,"EDIT: After several reboots and deleting app data, sk3 seems to be stable again.
",non-info
lensix,ratingfive,"This is the BEST touch keyboard.
",non-info
lenthree,ratingfive,"Predictive is awesome.
",non-info
lennine,ratingfive,"Heat map is ridiculously efficient after a few weeks..
",non-info
lenseven,ratingthree,"thought it'd be a little better.
",non-info
lenfour,ratingthree,"Especially for the price
",non-info
lentwentythree,ratingfive,"The trouble I've always had with android phones is that the key boards are inaccurate and never choose the correct spelling correction.
",non-info
lensix,ratingfive,"This app completely fixed that issue.
",non-info
lenseventeen,ratingfive,"The keyboard in general is more accurate and it picks the correct correction most of the time.
",non-info
lenthirteen,ratingfive,"I've tried quite a few different keyboards, and this is the best.
",non-info
lenten,ratingfive,"It reads my mind and corrects all my typos flawlessly.
",non-info
lenthree,ratingfive,"Worth every penny.
",non-info
lennine,ratingfive,"Best keyboard ever, been using it since the betas!
",non-info
lentwentyfour,ratingone,"Would have loved that they gave the tablet version away for free if you already purchased the one for the phone or visa versa.
",non-info
leneleven,ratingfive,Now that I have the Note 2 it is kind of frustrating.,non-info
lenten,ratingfour,"The only thing needed is swype to make it complete :)
",info
leneleven,ratingfour,"When it has 2 languages selected it mostly makes predictions in one
",info
lentwentyeight,ratingfour,"Great app very easy to use and I love the level of customisation but is does suffer from over sampling the keystrokes while the phone is being charged.
",info
lenten,ratingfour,"Otherwise perfect, although this is kind of a big deal.
",info
leneight,ratingfour,"I could not even personalize my writing style.
",info
leneleven,ratingfive,"I want it to be able to learn from whatsapp too!
",info
lensix,ratingfour,"please add emojis and other stuff
",info
lentwentyfour,ratingfive,"You might also have to change a few small settings to taylor it how you want it to auto space, period, and what not.
",info
lenseventeen,ratingthree,"Currently messes up when trying to type comments, messages etc on the mobile website version of Facebook.
",info
lensixteen,ratingthree,"It would be better if it could be used on Google Search and on my browser.
",info
leneight,ratingfour,"I just wish it worked on my Facebook..
",info
lentwenty,ratingtwo,"but lags like hell often when u wake up the phone after deep sleep and feel like smashing my phone ..
",info
lenthirteen,ratingfour,"Great app but needs to be a little more customizable, or more themes.
",info
lenseventeen,ratingfour,"Also, a selection of copyright and trademark symbols , ?, this very important key is currently; hard to find.
",info
lentwentyfour,ratingfour,"This vital key should be front and center considering the level of proprietary issues, that arise; daily, from social media postings; from general observational
",info
leneleven,ratingthree,"And now it doesnt want to download the english or spanish
",info
leneleven,ratingfour,"Is there anyway swift key can create a red color theme?
",info
lenthree,ratingone,"Watsapp conflict + more
",info
leneleven,ratingthree,"The keyboard is great, but hard to use with one hand.
",info
leneight,ratingfive,"Only thing missing for me is a <3 emoticon.
",info
lenfour,ratingone,"Punctuation key is annoying.
",info
lennine,ratingone,"Please give option for tighter or old keyboard layout.
",info
lenfive,ratingone,"Arrow keys are unnecessarily large.
",info
lensixteen,ratingfour,"1. Predictive text would be great while typing at anytime on the phone, not just for sms.
",info
lenten,ratingone,"The whole number/symbol entry screen needs to be redone.
",info
lenseventeen,ratingthree,"But one major flaw on this for a fast typer is the lack of MULTI TOUCH support.
",info
lenthirtytwo,ratingthree,"And for god sake why don't you put an option to turn off ""family filter"" so i can write properly instead of seeing duck everytime i want to write something else.
",info
lentwelve,ratingfive,"I wish you could still use swype but everything else is AWESOME
",info
lenfifteen,ratingfour,"Wish I had options to make font larger on the keys, like A.I. Keyboard.
",info
leneight,ratingfive,"Wish the keyboard could show Gtalk's emoticons.
",info
lentwentytwo,ratingfive,"If there is a negative comparing the 2 it would be the lack of customisation compared to smart keyboard pro, which is endless!
",info
lenfifteen,ratingfour,"It would also be nice to have more themes or support for third party themes.
",info
lenten,ratingtwo,"Why isn't the predictive typing working in dolphin browser?
",info
lenten,ratingfive,"I like swype but the space bar is too small.
",info
lentwentyone,ratingfive,"Here's any idea you guys should come out with different key board themes for each holiday like if you agree
",info
lenthirtyfive,ratingthree,"It would be good if this paid for app would be a bit more configurable ie allow me to add an apostrophe on the main keyboard rather than have to go to the supplementary one
",info
lenthirteen,ratingone,"Smilies as default on the enter key are a deal breaker for me.
",info
lenfifteen,ratingfive,"Love the keyboards just Wish I could change typing sounds other than that great app!!
",info
lenseven,ratingfour,"Wish they had some better looking themes
",info
lentwelve,ratingfive,"Only thing missing is Welsh lang. Basque, Catalan, Galician, Icelandic... no Welsh?
",info
lenfive,ratingone,"Add Jelly Bean emoji support!
",info
lenfive,ratingfour,"Add more keyboard skins please!!!
",info
lentwentyone,ratingfive,"The update killed it on my thunderbolt. :( it says its turned on but I only get factory keyboard when I type
",info
leneighteen,ratingfive,"I just wish they had more language options like Japanese and Chinese, which I hope will come soon.
",info
lenten,ratingfive,"I'm hoping we are getting some new Good themes!!!
",info
lentwentynine,ratingfive,"Why they decided to put numbers on the left side and symbols on the right is beyond me (rather than numbers along the top and symbols on the rest).
",info
lensix,ratingfive,"Please continue develop the Spanish language.
",info
lensixteen,ratingthree,"It works well but there should be an option for adding custom words to the dictionary.
",info
lennine,ratingfive,"Currently enter key does not commit best to match.
",info
lenfourteen,ratingfour,"Also not happy with the collection-of-data warning at the beginning of installation.
",info
lentwentyseven,ratingfour,"Love the keyboard and all its features, but I have not been able to bill my provider's acct for Google play downloads ever since installing it.
",info
lenseven,ratingthree,"Without the personalized dictionary, I uninstalled it.
",info
lennine,ratingthree,"Also, they need to make enoticons easier to access...
",info
lenseventeen,ratingfour,"Please add marathi and hindi language support and the app will be the perfect keyboard  for 5 stars.
",info
lenseven,ratingfour,"Please add the marathi and hindi font.
",info
lenthirteen,ratingfive,"Only complaint is it would be nice to import settings from the trial.
",info
lenten,ratingfour,"It would be nice if they had more keyboard customizing.
",info
lennine,ratingfour,"Add some more themes, keypad and key press tones..
",info
leneight,ratingfive,"Not as accurate as it used to be.
",info
lennine,ratingfour,"I only wish it was trace/swipe text capable.
",info
lenten,ratingthree,"Please make the tablet version an option inside this app.
",info
lensixteen,ratingfive,"Only minor issue I have is I wish there was more themes for the key board
",info
lentwentyone,ratingthree,"My favorite, really, but it makes me have to switch to other input methods because of the lack of Chinese support.
",info
lentwentythree,ratingfive,"No problems at all, better than stock Samsung, but like others are saying, a personal dictionary would be great and the word shortcuts.
",info
lentwentyfive,ratingtwo,"SwiftKey plus chrome plus certain types of forms (particularly ones that require an email address) leads to a very ugly slow motion crash on ics.
",info
lenseven,ratingfive,"need to fix arabic on jelly bean
",info
lenseven,ratingfour,"Recently experiencing freezing at times in landscape.
",info
lentwentyeight,ratingone,"Every time I'm typing a long status on face book this keyboard will take words I'm typing and put them in the beginning of the status.
",info
lenfive,ratingone,"uses excessive amounts of ram...
",info
lentwentyseven,ratingfive,"I tend to hit the letter ""b"" instead of the space bar sometimes and it fails to predict that I'm trying to hit the space bar.
",info
lenthirteen,ratingtwo,"This crashes at minimum ten times a day during web browsing via Chrome.
",info
lenseventeen,ratingone,"the. com button when typing in a browser url is the most annoying thing about this keyboard.
",info
lennineteen,ratingone,"I love the keyboard but when I type texting 6 times and it shows tearing I get a bit frustrated.
",info
leneight,ratingfive,"Gets removed as default keyboard after every reboot.
",info
lentwentyseven,ratingtwo,"Too bad, because I did enjoy the features of SwiftKey, but I make so many errors using SwiftKey on the HOX that I can't use it.
",info
leneight,ratingthree,"Can you PLEASE fix the lag with ics?
",info
leneleven,ratingfive,"But won't  stay as default when start up or reboot?
",info
lenfifteen,ratingone,"Constantly crashes, slows down the phone, and uninstalls active language to force internet connection establishment.
",info
lenten,ratingone,"This app shouldn't require constant internet connection to work.
",info
lensix,ratingone,"Font doesn't change with theme.
",info
lenseven,ratingthree,"Backspace is often triggered as well randomly.
",info
lenfourteen,ratingone,"The default keyboard setting for SwiftKey is going away when I remove the battery.
",info
lenthirtyone,ratingthree,"Suggestions are awesome, but not many things annoy me as much as when I type something and SwiftKey changes it to something wrong even though I didn't choose a suggtion.
",info
lensix,ratingfive,"Chrome + SwiftKey = constant freeze and crash.
",info
leneleven,ratingone,"It's getting tedious setting SwiftKey as my keyboard each time.
",info
lenten,ratingthree,"The space that inserts after a punctuation is fairly annoying.
",info
lennine,ratingone,"And 30 to 40 mb is too much for a keyboard.
",info
lentwelve,ratingone,"Doesn't predict swears, custom words, or abbreviations w/ symbols (ie. ""w/"").
",info
leneight,ratingthree,"You select the correct spelling and nothing happens.
",info
lenthirteen,ratingthree,"Typing an email address is a pain in the ass with this app.
",info
lentwelve,ratingfour,"One little thing annoys me tho: the auto correct is really stubborn!
",info
lentwentythree,ratingone,"There are plenty more like me - see your ""new features"" topics on your support pages. An option to disable this would restore 5 stars.
",info
lentwenty,ratingfour,"Only annoying bug on JB, is that whenever i reboot my phone, the keyboard reverts back to the JB one.
",info
leneighteen,ratingthree,"Upgraded to an LG intuition and, while it still functions properly, it does not stretch across the screen.
",info
lenfourteen,ratingone,"For some reason, my nexus s defaults to Samsung keyboard and it really annoys.
",info
lenten,ratingtwo,"The latest update causes Chrome to constantly crash on the S2.
",info
lenfifteen,ratingtwo,"Had to stop using this keyboard because it's made browsing impossibly slow and frustrating.
",info
lennineteen,ratingthree,"On occasion, the words selection bar doesn't appear and the letters typed are not accepted by the application.
",info
lenthirtyone,ratingfive,"when I reboot my phone (Nexus S) the stock android keyboard is the default one, so I have to go back to the settings to make swiftkey the default keyboard again.
",info
leneighteen,ratingfive,"Was great when first purchased but following an update it no longer works on my HTC Desire HD.
",info
lenthirtyseven,ratingtwo,"My use case: Type something and select one of the three suggestions on the top of the keyboard. In my scenario (three languages, de/en_US/he) this fails a lot (I think mostly with German words).
",info
lentwelve,ratingfour,"4 stars because no predictive text in web browser on JellyBean Galaxy S3 LTE.
",info
lenthirteen,ratingfour,"Typing email addresses and other long but irregular words can be a pain.
",info
lennineteen,ratingtwo,"Deleted after a week or so as it was constantly irritating me and just wouldnt let certain words go .
",info
lentwenty,ratingthree,"It shows up briefly after long press(which is inconvenient too) and goes away after a fraction of a second.
",info
lensixteen,ratingfour,"Basically, you don't have to release the long press to get the long press option.
",info
lennine,ratingfive,"But please add Chinese language support, really need it.
",info
lenthirty,ratingfour,"When in horizontal view you can't see any of the other persons messages. I even changed the layout to small to give more room but still won't show.
",info
lentwelve,ratingfour,"It's pointless to even go horizontal if you can read anything.
",info
lennineteen,ratingone,"Every time I restart my Note 2 (AT&T) I have to re select swift key again to use it.
",info
lenfive,ratingfive,"How about a character counter.
",info
lenthirty,ratingfive,"When I am writing on some apps that limit characters, such as a status update, I can't see how much I have put in without hitting the back button.
",info
lenfourteen,ratingfive,"You could add a character count on the right above/below the send button.
",info
lenthirteen,ratingfive,"Would be even better if the personal dictionaries could be synced to cloud.
",info
lenfour,ratingfive,"Could be more customizable.
",info
lenfourteen,ratingfour,"I just took one star off because shortcuts/ personal dictionary would make it perfect.
",info
leneighteen,ratingone,"But continuously 'disappears.' All settings are correct but it will not appear when I need to type something!!
",info
lenseven,ratingfive,"Also, I'm ready for more themes.
",info
lenthirtytwo,ratingthree,"Was great on my nexus s but on the Xperia u it causes quite a bit of lag on coming up and down to the point where the whole phone feels sluggish.
",info
lentwentytwo,ratingthree,"That isn't to say that the dwiftkey keyboard is bad, if it weren't for the lag it would be great
",info
leneighteen,ratingfive,"What I like here is the intelligence and the prediction power, which, by the way, can be improved.
",info
lenthirtynine,ratingfive,"Now the prediction is based just on recent writing, if I go back to continue a bit older texts with special terminology I realize that all the power of prediction is gone, have to learn it again from zero..
",info
lentwelve,ratingfive,"And in Romanian predictions are not even close to those in English..
",info
lentwentytwo,ratingtwo,"However, now with Jellybean 4.1.2 when swift key is selected as default keyboard, it takes quite awhile for the keyboard to open up.
",info
lenten,ratingfive,"It's would be refreshing to see other keyboard themes.
",info
lenseven,ratingthree,"Sometimes the suggestions don't pop up.
",info
lenfive,ratingtwo,"When is more themes coming
",info
lentwentytwo,ratingone,"It's been MONTHS since hundreds if not thousands of users faithfully and trustingly waiting for the additional of Chinese language support.
",info
lenten,ratingone,"But with more languages added,Chinese never made the list.
",info
lenten,ratingfive,"My only issue is lack themes! Please add way more .
",info
lentwentyone,ratingthree,"PLZ FIX TO WHERE THE KEYS WILL RESPOND TO PPL THAT TYPES FAST IT FREEZES ALOT N IM A QUICK TXTER
",info
lenten,ratingfour,"Unfortunately, the keyboard is simply not visible when using Chrome.
",info
lenseventeen,ratingfour,"Awesome keyboard but lacks pen detection for Note ii. Please include this in the next update :D
",info
lentwentyfive,ratingfour,"its a bit of a hassle to keep on changing between this and stock keyboard when I want to use the S-Pen Thanks :D
",info
lensix,ratingfive,"I wish it had trace however.
",info
lenthree,ratingone,"Need more themes.
",info
lentwo,ratingone,"Need t9 input
",info
lenthirtyseven,ratingone,"My use case: Type something and select one of the three suggestions on the top of the keyboard.  In my scenario (three languages, de/en_US/he) this fails a lot (I think mostly with German words).
",info
lennineteen,ratingone,"Type something, select the completion and the current text isn't replaced with the selected word, but removed entirely.
",info
lennineteen,ratingone,"Combining multiple languages in one keyboard (one for de/en_US instead of two different) is crap as well.
",info
lenten,ratingfour,"The portrait mode doesn't give me a predictions anymore.
",info
leneleven,ratingtwo,"But it makes my browser crash allmost everytime I use it.
",info
lenfifteen,ratingfour,"Great except every time the phone turns off it resets to the default Samsung keyboard.
",info
lennine,ratingthree,"Any reason why I can't load language packs?
",info
lentwenty,ratingtwo,"Some apps result in SwiftKey replacing the enter key with the smiley key as primary and long press as enter.
",info
lennineteen,ratingtwo,"If there was an option to remove the smiley and leave as enter this wouldn't be an issue.
",info
lentwentyfive,ratingfour,"1, an option to add/remove words from the dictionary is present. The current method for word learning requires a few uses of the desired word.
",info
lenfourteen,ratingfour,"2, a backup feature, so I don't lose my dictionary when I migrate phones.
",info
lenseventeen,ratingtwo,"SwiftKey 3 its crashing in web browser (chrome and stock browser) while selecting search bar and editing txt.
",info
lensix,ratingfive,"Although you should make more themes.
",info
lenfourteen,ratingthree,"It doesn't seem to access my Gmail for personalization, it keeps saying failed.
",info
lennine,ratingfive,"Is there no way of changing the language priorities?
",info
lenthirtytwo,ratingfour,"Faroese language is not registered, and I understand why because it is so small, but I wish I somehow could personalize the languages even more.so that it automatickly remebers faroese words
",info
lenfourteen,ratingone,"runbish, installed but wouldnt download languages so couldnt use it pluss couldnt re fund
",info
leneighteen,ratingtwo,"Has been my keyboard of choice for a while but it just doesn't work on Jelly Bean -
",info
lenfourteen,ratingtwo,"if you can't download the language packs you can't use the keyboard!
",info
lenseven,ratingone,"Cannot download the languages or use it
",info
lentwentyone,ratingone,"I just heard all these good things about this app and then right from the start the languages don't download...
",info
lentwentyseven,ratingtwo,"Before it started hiding key. When you long press a key to get the options it hides behind the other keys but only on 3rd party text boxes.
",info
lensix,ratingfive,"But there should be more themes
",info
lensixteen,ratingthree,"PLZ make more themes n can u make the key board look like adapt keyboards plz
",info
leneleven,ratingthree,"The keyboard itself is great but the word predictions are atrocious.
",info
lentwentyfive,ratingthree,"Why can't it learn directly from all of my typing, instead of having to via gmail, twitter or Facebook - none of which I have.
",info
lenfour,ratingthree,"Please improve the predictions.
",info
leneighteen,ratingfour,"It's alright I guess but it seems to have a knack for freezing up high end devices
",info
lenfifteen,ratingfive,"But keeps failing to download English language pack update so now I have no autocorrect :(
",info
lenthirtyfour,ratingfour,"I would give it a 5 star as it's perfect but it's annoying that despite being set as my default keyboard I still have to switch to it every time my phone restarts.
",info
lentwentyfour,ratingtwo,"I like the speed it allows me to type but the predictions that automatically insert when I don't notice change my word completely.
",info
lentwentyseven,ratingtwo,"And the most annoying thing of all that hasn't been fixed yet by any update, is the app some how turns off my haptic feed back.
",info
lentwentyfive,ratingone,"There's a bug where the predictive keyboard doesn't always register. You have to come out of the message and go back into it.
",info
lenthirtyfour,ratingthree,"The word prediction is spot on, the different themes look great, but the inability to use swype is annoying, as is the inability to use ALT+backspace to delete an entire line of text.
",info
lentwentyeight,ratingtwo,"Because if a user inputs a VALID word, the program should NOT auto-replace it with anything else, no matter how much more relevant it thinks that is.
",info
leneleven,ratingfive,"Only thing lacking is the ability for handwriting with note 2 spen.
",info
lentwentyfive,ratingfour,"I'd like it more context sensitive (eg: email vs sms, my gf vs my boss,  etc), but not sure if android passes that info.
",info
lenfifteen,ratingfour,"IT FORCES CLOSE WHEN USING ON CHROME, quite randomly, but too often to be acceptable.
",info
lensixteen,ratingfour,"But has an annoying habit of auto correcting correctly spelt shorter words into inappropriate longer ones.
",info
lenfourteen,ratingfour,"this is the best keyboard ever, but it eats quite a lot of memory
",info
lenthirteen,ratingthree,"As I'm typing the cursor jumps to the middle of a sentence.
",info
lensixteen,ratingthree,"It has some great features, but there is a noticeable lag with my GSM Galaxy Nexus.
",info
lenthirtyfive,ratingone,"the whole point of the Samsung Galaxy is the swiping, it differs from every other kind of phone, and this app does not support swiping this app sucks,I wouldn't recommend this to anyone!!!!!!!
",info
lenthirteen,ratingone,"5 stars when i can disable prediction in favor of more screen real estate.
",info
lensixteen,ratingone,"Was working fine until it said that it is unable to load language packs, including English!
",info
lenseven,ratingfour,"1. Landscape is always full screen (no option)
",info
lenthirteen,ratingfour,"2. No option to toggle auto-space after punctuation and selecting predicted/corrected word.
",info
lentwentyfour,ratingfour,"2. Prediction doesn't show up in a lot of cases where it should - should always pop up unless in a username or password dialog.
",info
lenfifteen,ratingfour,"4. Speech to text doesn't come up reliably - many times pops up and immediately disappears.
",info
lenfive,ratingfour,"5.  Sometimes sluggish to open / type.
",info
lennine,ratingthree,"Why there is no Chinese language in this keyboard.
",info
lenseven,ratingthree,"And also pls have more theme color
",info
lentwelve,ratingfour,"Would give 5 stars but it keeps defaulting back to the stock keyboard.
",info
lenthirtyfive,ratingthree,"I would absolutely love it if you guys could make an update that would allow the user to be able to type in a SWYPE style format instead of having to punch letter after letter.
",info
lentwentyseven,ratingfour,"Lately there has been issues where the auto correct won't work and sometimes I'll type but nothing pops up, not until I try like 100 times
",info
lentwentynine,ratingfour,"1) SwiftKey should learn from sms, Gmail etc automatically without having to go through settings manually. Before I knew this it annoyed me SwiftKey wasn't learning from my sms.
",info
lenthirtyfour,ratingfour,"2) when you type a word that's not in the dictionary and SwiftKey changes it to something I don't want, when I backspace I should have my originally typed word as an option.
",info
leneight,ratingfive,"I just wish I could download more themes
",info
lentwentyone,ratingfive,"In the configuration screen I set it as my default keyboard but after a while it keeps shifting to another keyboard.
",info
leneleven,ratingfive,"Wish we had a support forum about the product we download.
",info
lennineteen,ratingfive,"Could you add a new theme ""RED NEON"" just like the blue neon (which is great by the way)....
",info
lenthirteen,ratingthree,"Please add emoji there is alot of free keyboards have the emoji symbols :-$
",info
leneight,ratingone,"Phones keeps hanging and crashing after last update
",info
leneleven,ratingthree,"very nice keyboard but only thing lacking is choice of themes.
",info
leneight,ratingthree,"almost all themes are with closely spaced keys.
",info
leneighteen,ratingthree,"you guys shud add more themes like sony keyboard style or iphone style or stock android jellybean look
",info
lennineteen,ratingfour,"Loving this keyboard so far, would give it 5 stars except that there is no support for Chinese typing yet.
",info
lentwentytwo,ratingfive,"Minor niggles are: Please make apostrophes, colons and semi-colons behave like commas and full stops. ie automatic changing of space position.
",info
leneleven,ratingfive,"Apostrophes could be dealt with better too with respect to prompting.
",info
lentwentyone,ratingfour,"Only problem I ever had was that it often capitalizes words it shouldn't. Like the dutch word ""door"" or ""dank"".
",info
lenseventeen,ratingfour,"Perhaps implement swipe that works as well as Google's implementation and I'll try it again?
",info
lentwentyone,ratingfive,"My only gripe is that it doesn't have more black themed keyboard for us AMOLED screen users (to save power!).
",info
leneight,ratingfive,"The Neon theme is getting a little old...
",info
leneleven,ratingfive,"It crashes every time when I add tags into Tumblr app.
",info
lensix,ratingthree,"I wish it was swype capable
",info
lenten,ratingfour,"Only if there were more options to customize the UI.
",info
lentwenty,ratingfour,"Got no use for smileys, instead I'd like to bind that to open the second page of special characters.
",info
leneight,ratingtwo,"Doesn't learn some words despite multiple entries.
",info
leneleven,ratingtwo,"And now it's failing to show the predictive word bar.
",info
lenfourteen,ratingthree,"Works great except several times everyday I have to set it as my default.
",info
lentwenty,ratingone,"Got annoyed after they teased us with an upcoming swype like feature and haven't heard anything about it since...
",info
lentwenty,ratingfive,"Well would be better if it were a bit more customizable where the user can define the words and shortcuts.
",info
leneighteen,ratingfour,"Would give 5 stars if a personal dictionary is added as well as the option to learn from whatsapp.
",info
lenten,ratingfour,"Since I updated to 4.2, the keyboard has been way slower.
",info
lensix,ratingtwo,"Unable to install after second step.
",info
leneleven,ratingone,"Seriously what's with them having access to everything we type???
",info
lennine,ratingfive,"Would love it if it had more symbols though :)
",info
lentwenty,ratingthree,"Not the first time the bloody thing outdates all language packs with no warning when I have no network access.
",info
lenten,ratingfour,"The only thing it's missing is more character options!!
",info
lenthirteen,ratingfive,"Awesome keyboard but hopefully there will be han yin pinyin support real soon
",info
lenthirtysix,ratingfour,"It's an amazing keyboard except that if you misspell a word and it underlines it, and you select the proper word it doesn't actually change it. It just puts the cursor at that location.
",info
lentwentynine,ratingfour,"This is a great app even if now there is the new android 4.2 but to get 5 stars it HAS to have SWIPE like in the new version of android!!!!!
",info
lenfifteen,ratingfive,"I only wish there was an option to disable the instant space after a punctuation.
",info
lentwenty,ratingfive,"I constantly hit the space bar after inserting a period which adds a word that I didn't want there.
",info
leneight,ratingthree,"On jellybean now on note 2. Really buggy now.
",info
lensixteen,ratingthree,"Very slow to backspace through words and randomly won't display autocorrect suggestions or correct anything.
",info
lentwelve,ratingthree,"Have to close keyboard and reopen to get suggestions way too often.
",info
lenthirteen,ratingone,"Has been brilliant but something has caused the language packs not to download!
",info
leneight,ratingfour,"But on my Thunderbolt multi touch has issues.
",info
lenfifteen,ratingfive,"It's a very good application but it support traditional Chinese language will be perfect.
",info
lensixteen,ratingfive,"One thing though, it always corrects ""texting"" to ""testing"" is texting not a word or something?
",info
lenseven,ratingfive,"A few more themes would be nice.
",info
lenfifteen,ratingfive,"Only thing missing is a clipboard but other than that it fires on all cylinders
",info
lentwenty,ratingfive,"My only complaint is that every time I restart the phone, it goes back to the default factory Samsung keyboard.
",info
lentwentythree,ratingone,"Everytime I turn my phone off or restart it it goes back to default keyboard and I have to keep activating this one...
",info
lentwentythree,ratingone,"Can't turn off the auto inserted space after a period or question mark. All my messages now have extra spaces after them.
",info
lenseventeen,ratingthree,"Love this keyboard, but every time I turn the handset off and on it loses default settings.
",info
lentwenty,ratingfive,"Only one problem is that I don't always get the word select option in some apps such as Firefox.
",info
lenfiftyone,ratingthree,"It's the best keyboard I have used by far, and I love the themes (but maybe a couple more? Or a way to make our own?) but it has issues with certain words like page, which it often automatically capitalizes or it will change ""love"" to ""live"" (or something similar).
",info
lensixteen,ratingthree,"Edit: Half the time, dragging for punctuation deletes the word I'm typing since JB update.
",info
lentwentyfour,ratingthree,"Some of the layout designs annoy me and it takes a long-press to activate voice typing which is frustrating when in a hurry.
",info
lensix,ratingone,"Worked a couple times before crashing.
",info
lentwenty,ratingone,"Now can't get beyond choosing English language download due to 'network error', no matter how good my connection is.
",info
lensixteen,ratingone,"The auto space after a full-stop is ridiculous. Allow the option to turn it off.
",info
lenten,ratingthree,"Trying to type a username and the autocorrect changes it.
",info
lennineteen,ratingfour,"Good app but ever since my phone updated to jelly bean today, the keyboard has been a little laggy.
",info
lentwentynine,ratingfour,"And the hepatic feedback feels different than it did before. Even at 2ms I can feel it way more than I could before when it was at 7ms, which is inconvenient.
",info
lenfifteen,ratingfive,"And what's with not being able to put arrow keys on the tablet version?
",info
lensixteen,ratingfive,"I'd really like to see a winter/Christmas theme like they havr for Halloween though.
",info
lentwentyone,ratingfour,"Also doesnt have a feature to minimize the keyboard. I could not access a certain app one time because of this.
",info
lenthirtysix,ratingone,"so when I am typing a text, the auto correct lags behind then inserts the mistake repeatedly back to back. not only that, but by the time it catches up, it has already sent the message.
",info
lensixteen,ratingone,"additionally, in the chrome browser the keyboard won't let me type in the appropriate space.
",info
lennine,ratingfour,"I find myself constantly switching between LastPass & SwiftKey Keyboards. :-\
",info
lenseventeen,ratingfour,"Although it kinda Sucks how I had to pay for multiple Downloads for each of my devices.
",info
lenthirteen,ratingthree,"i like everything about this app with 1 (very significant) exception.no swipe feature.
",info
lentwentythree,ratingthree,"i am super-dependent on using swipe to enter words, so without that, there's no real point in me having this app.
",info
lenfifteen,ratingtwo,"It won't autocorrect my misspellings when set to inert a period with double space.
",info
leneighteen,ratingtwo,"when set to insert a prediction, will insert a random word whenever I use punctuation and then space.
",info
lenten,ratingfive,"the only problem i have is the themes, needs more.
",info
lennine,ratingfive,"The only issue I have is lack of themes.
",info
lenfour,ratingfive,"Also, no Japanese support!? ...
",info
lenthree,ratingfour,"Which is lame. :/
",non-info
lensixteen,ratingtwo,"After the last update and the (smart space) I lost all my respect to this keyboard.
",non-info
leneleven,ratingfive,"I really didn't expect this app to be this good.
",non-info
lennine,ratingfive,"Just as it has done with this whole review.
",non-info
lensix,ratingfour,"It absolutely rocks on the tablet.
",non-info
lenthirteen,ratingfive,"If you're a Galaxy S3 user, shut up and give them your money.
",non-info
lentwentytwo,ratingfive,"SwiftKey took one of the biggest negative things about my phone's overall usability and made it one of its best features.
",non-info
lenthirtyone,ratingfive,"Obviously, you like anecdotal evidence if you're reading reviews, so here are the results of a typing test I just did comparing the native Samsung keyboard to iOS and SwiftKey.
",non-info
lensix,ratingfive,"It's well worth your money.
",non-info
lenseven,ratingtwo,"Complete trash compared to the PERFECT KEYBOARD.
",non-info
leneight,ratingfour,"In fact this happened while typing this review.
",non-info
lenthree,ratingfive,"This ap helps..
",non-info
lenfive,ratingfive,"Great work for language input.
",non-info
lenfour,ratingtwo,"I have only 1 complaint.
",non-info
leneight,ratingtwo,"With that, this would be a 5 star app.
",non-info
lenseven,ratingone,"what a scammy way to do things.
",non-info
lenfour,ratingone,"I want my refund...
",non-info
lenseventeen,ratingfive,"It's amazing how accurate the auto correct is and how it adapts to your typing style.
",non-info
lensix,ratingfour,"Other keyboards work fine with it.
",non-info
lenfourteen,ratingfive,"I really can't believe I've lived for years without thus keyboard app.
",non-info
